IDAluno,NomeDaEscola,DataPagamento,ValorRecebido,MetodoPagamento,AtrasoPagamento,NumeroCartaoCredito,NumeroTransacao,NomeBanco,TipoPagamento,DiaSemana,NumeroCheque
2279,Mousinho da Silveira,2022-02-10,1558,Credit Card,No,5547617275735548,14712666,Millennium BCP,cre,Thursday,
2280,Mousinho da Silveira,2020-06-26,1599,Credit Card,No,9294270215013433,90627989,Caixa Geral de Depósitos,cre,Friday,
2281,Mousinho da Silveira,2021-05-29,1085,Cash,No,,73391299,,cas,Saturday,
2282,Mousinho da Silveira,2023-06-06,944,Credit Card,No,1912759395571421,16220659,Millennium BCP,cre,Tuesday,
2283,Mousinho da Silveira,2018-11-02,903,Check,No,,43643644,Caixa Geral de Depósitos,che,Friday,4444
2284,Mousinho da Silveira,2023-03-14,1064,Check,No,,69142200,Caixa Geral de Depósitos,che,Tuesday,3461
2285,Mousinho da Silveira,2019-07-05,1352,Cash,No,,35278087,,cas,Friday,
2286,Mousinho da Silveira,2023-10-01,1458,Cash,No,,10933853,,cas,Sunday,
2287,Mousinho da Silveira,2018-10-20,914,Credit Card,No,0632586775465861,72847034,Caixa Geral de Depósitos,cre,Saturday,
2288,Mousinho da Silveira,2023-02-01,1331,Check,No,,24656841,Caixa Geral de Depósitos,che,Wednesday,5860
2289,Mousinho da Silveira,2022-10-12,1320,Check,No,,17573518,Caixa Geral de Depósitos,che,Wednesday,2773
2290,Mousinho da Silveira,2022-12-31,1411,Cash,No,,65959656,,cas,Saturday,
2291,Mousinho da Silveira,2018-08-26,942,Check,No,,33752296,Caixa Geral de Depósitos,che,Sunday,9451
2292,Mousinho da Silveira,2020-01-07,1552,Credit Card,Yes,9222514557953723,76604142,Caixa Geral de Depósitos,cre,Tuesday,
2293,Mousinho da Silveira,2020-04-20,1119,Credit Card,No,7081372298210935,24392295,Millennium BCP,cre,Monday,
2294,Mousinho da Silveira,2019-01-26,1589,Check,No,,49628407,Caixa Geral de Depósitos,che,Saturday,6380
2295,Mousinho da Silveira,2019-09-10,1517,Credit Card,No,7834767900782446,66694836,Millennium BCP,cre,Tuesday,
2296,Mousinho da Silveira,2022-05-24,1478,Check,No,,86825085,Caixa Geral de Depósitos,che,Tuesday,3961
2297,Mousinho da Silveira,2020-06-15,1548,Cash,No,,72669232,,cas,Monday,
2298,Mousinho da Silveira,2020-06-01,1358,Check,No,,73468927,Millennium BCP,che,Monday,5431
2299,Mousinho da Silveira,2021-03-15,1081,Credit Card,No,3446661051496180,68628868,Caixa Geral de Depósitos,cre,Monday,
2300,Mousinho da Silveira,2023-11-13,1530,Credit Card,No,4940395186956134,40883318,Millennium BCP,cre,Monday,
2301,Mousinho da Silveira,2021-08-20,928,Credit Card,No,3476912377939801,22016318,Caixa Geral de Depósitos,cre,Friday,
2302,Mousinho da Silveira,2019-08-05,931,Credit Card,No,3915231336314098,21270231,Caixa Geral de Depósitos,cre,Monday,
2303,Mousinho da Silveira,2021-04-18,1091,Credit Card,No,2959031775690001,91765324,Caixa Geral de Depósitos,cre,Sunday,
2304,Mousinho da Silveira,2021-07-20,1144,Cash,No,,87151547,,cas,Tuesday,
2305,Mousinho da Silveira,2020-04-15,1345,Check,No,,70870272,Millennium BCP,che,Wednesday,1543
2306,Mousinho da Silveira,2023-04-25,1160,Credit Card,Yes,3808349123216005,93241832,Caixa Geral de Depósitos,cre,Tuesday,
2307,Mousinho da Silveira,2019-08-18,1361,Cash,No,,20213116,,cas,Sunday,
2308,Mousinho da Silveira,2021-03-15,1477,Cash,No,,28326701,,cas,Monday,
2309,Mousinho da Silveira,2022-10-13,985,Cash,No,,11678629,,cas,Thursday,
2310,Mousinho da Silveira,2018-08-15,1083,Cash,Yes,,38642673,,cas,Wednesday,
2311,Mousinho da Silveira,2022-12-14,916,Credit Card,No,9941753040531984,10507550,Caixa Geral de Depósitos,cre,Wednesday,
2312,Mousinho da Silveira,2021-05-24,1227,Credit Card,No,6770378467970083,07644058,Millennium BCP,cre,Monday,
2313,Mousinho da Silveira,2020-05-21,1235,Check,No,,17272797,Millennium BCP,che,Thursday,3253
2314,Mousinho da Silveira,2021-08-28,1091,Check,Yes,,83205112,Millennium BCP,che,Saturday,4166
2315,Mousinho da Silveira,2020-01-06,928,Cash,No,,68019905,,cas,Monday,
2316,Mousinho da Silveira,2018-09-30,1083,Cash,Yes,,51174711,,cas,Sunday,
2317,Mousinho da Silveira,2021-03-01,950,Check,No,,85796886,Millennium BCP,che,Monday,2467
2318,Mousinho da Silveira,2019-07-01,1160,Credit Card,No,9044813881901145,67677619,Caixa Geral de Depósitos,cre,Monday,
2319,Mousinho da Silveira,2019-04-22,1174,Check,No,,01709217,Caixa Geral de Depósitos,che,Monday,6020
2320,Mousinho da Silveira,2020-06-09,976,Cash,No,,70223804,,cas,Tuesday,
2321,Mousinho da Silveira,2022-07-12,1258,Credit Card,No,8277253209592848,98735872,Caixa Geral de Depósitos,cre,Tuesday,
2322,Mousinho da Silveira,2023-12-13,1075,Check,No,,33570240,Millennium BCP,che,Wednesday,9241
2323,Mousinho da Silveira,2020-10-30,1581,Cash,No,,98464844,,cas,Friday,
2324,Mousinho da Silveira,2019-05-05,1593,Cash,No,,83565239,,cas,Sunday,
2325,Mousinho da Silveira,2019-01-06,1466,Check,No,,76227353,Millennium BCP,che,Sunday,6107
2326,Mousinho da Silveira,2023-08-07,903,Cash,No,,01663340,,cas,Monday,
2327,Mousinho da Silveira,2019-03-27,1168,Check,No,,15634526,Millennium BCP,che,Wednesday,7572
2328,Mousinho da Silveira,2019-07-17,1440,Check,No,,33570444,Caixa Geral de Depósitos,che,Wednesday,6948
2329,Mousinho da Silveira,2023-01-23,1020,Check,No,,43442111,Caixa Geral de Depósitos,che,Monday,6562
2330,Mousinho da Silveira,2020-01-26,1489,Cash,No,,95742188,,cas,Sunday,
2331,Mousinho da Silveira,2022-08-11,1206,Credit Card,No,4638151291164792,46429987,Millennium BCP,cre,Thursday,
2332,Mousinho da Silveira,2020-01-01,1351,Check,No,,39987591,Caixa Geral de Depósitos,che,Wednesday,4929
2333,Mousinho da Silveira,2023-05-16,902,Credit Card,No,1451834792305782,45310812,Caixa Geral de Depósitos,cre,Tuesday,
2334,Mousinho da Silveira,2020-11-06,1207,Credit Card,No,8624301460669610,69637491,Millennium BCP,cre,Friday,
2335,Mousinho da Silveira,2023-01-23,965,Check,No,,90650614,Caixa Geral de Depósitos,che,Monday,2368
2336,Mousinho da Silveira,2020-07-17,1495,Credit Card,No,2502316004027289,86832120,Caixa Geral de Depósitos,cre,Friday,
2337,Mousinho da Silveira,2023-07-25,981,Cash,No,,98425079,,cas,Tuesday,
2338,Mousinho da Silveira,2020-10-18,1289,Check,No,,78420014,Millennium BCP,che,Sunday,5559
2339,Mousinho da Silveira,2023-04-13,1176,Credit Card,No,0737238615952859,94757637,Millennium BCP,cre,Thursday,
2340,Mousinho da Silveira,2021-11-27,1135,Credit Card,No,7797983676074105,93948150,Caixa Geral de Depósitos,cre,Saturday,
2341,Mousinho da Silveira,2023-03-01,1135,Check,Yes,,35602858,Caixa Geral de Depósitos,che,Wednesday,7276
2342,Mousinho da Silveira,2020-12-19,915,Check,No,,54760751,Millennium BCP,che,Saturday,2426
2343,Mousinho da Silveira,2018-11-25,990,Check,No,,62264418,Millennium BCP,che,Sunday,3140
2344,Mousinho da Silveira,2023-05-17,1184,Cash,No,,08593565,,cas,Wednesday,
2345,Mousinho da Silveira,2019-12-06,1244,Credit Card,No,3779507655737485,25122584,Caixa Geral de Depósitos,cre,Friday,
2346,Mousinho da Silveira,2021-02-23,1506,Check,Yes,,75227929,Caixa Geral de Depósitos,che,Tuesday,8014
2347,Mousinho da Silveira,2020-06-02,1065,Credit Card,No,6749990203854070,08415912,Caixa Geral de Depósitos,cre,Tuesday,
2348,Mousinho da Silveira,2019-05-21,1324,Check,No,,75385139,Caixa Geral de Depósitos,che,Tuesday,7145
2349,Mousinho da Silveira,2022-07-15,1153,Cash,No,,46142620,,cas,Friday,
2350,Mousinho da Silveira,2020-02-07,960,Check,No,,06334611,Caixa Geral de Depósitos,che,Friday,9611
2351,Mousinho da Silveira,2021-05-12,1093,Cash,No,,26593380,,cas,Wednesday,
2352,Mousinho da Silveira,2020-03-10,1004,Check,No,,17160333,Millennium BCP,che,Tuesday,9267
2353,Mousinho da Silveira,2023-02-25,1282,Cash,No,,84366020,,cas,Saturday,
2354,Mousinho da Silveira,2022-02-12,1519,Credit Card,Yes,7880210936767777,36576455,Caixa Geral de Depósitos,cre,Saturday,
2355,Mousinho da Silveira,2020-06-08,1532,Credit Card,No,8195435110269395,53308923,Millennium BCP,cre,Monday,
2356,Mousinho da Silveira,2019-08-22,1568,Credit Card,No,1485507026406260,67415144,Caixa Geral de Depósitos,cre,Thursday,
2357,Mousinho da Silveira,2021-01-11,1060,Credit Card,No,6483427973029406,95725202,Millennium BCP,cre,Monday,
2358,Mousinho da Silveira,2022-09-25,1269,Check,No,,77125828,Caixa Geral de Depósitos,che,Sunday,9695
2359,Mousinho da Silveira,2022-11-17,1472,Check,No,,99495165,Millennium BCP,che,Thursday,5526
2360,Mousinho da Silveira,2020-05-04,1303,Check,No,,46452390,Millennium BCP,che,Monday,5224
2361,Mousinho da Silveira,2018-12-27,1279,Credit Card,No,2867855470189779,50146709,Millennium BCP,cre,Thursday,
2362,Mousinho da Silveira,2020-12-15,1401,Credit Card,No,5028004177073460,31613407,Millennium BCP,cre,Tuesday,
2363,Mousinho da Silveira,2023-01-29,989,Cash,No,,57527542,,cas,Sunday,
2364,Mousinho da Silveira,2022-08-09,1414,Check,No,,32867851,Caixa Geral de Depósitos,che,Tuesday,1855
2365,Mousinho da Silveira,2020-12-14,1300,Check,No,,15571556,Caixa Geral de Depósitos,che,Monday,2326
2366,Mousinho da Silveira,2023-05-27,1331,Cash,No,,94093636,,cas,Saturday,
2367,Mousinho da Silveira,2019-12-27,1317,Check,Yes,,95516113,Millennium BCP,che,Friday,6475
2368,Mousinho da Silveira,2020-11-28,1092,Credit Card,No,5182569619212697,48697848,Caixa Geral de Depósitos,cre,Saturday,
2369,Mousinho da Silveira,2021-10-13,1419,Check,No,,63196305,Millennium BCP,che,Wednesday,9104
2370,Mousinho da Silveira,2022-02-05,952,Cash,No,,69225916,,cas,Saturday,
2371,Mousinho da Silveira,2019-12-26,1036,Credit Card,Yes,1274690176319198,63708553,Caixa Geral de Depósitos,cre,Thursday,
2372,Mousinho da Silveira,2018-08-10,1330,Credit Card,No,0635673577569429,84104003,Millennium BCP,cre,Friday,
2373,Mousinho da Silveira,2021-03-18,1108,Credit Card,No,2482746352356118,82038069,Caixa Geral de Depósitos,cre,Thursday,
2374,Mousinho da Silveira,2021-06-01,1582,Cash,No,,18531112,,cas,Tuesday,
2375,Mousinho da Silveira,2021-05-26,980,Cash,No,,90366663,,cas,Wednesday,
2376,Mousinho da Silveira,2020-10-12,1566,Check,No,,47281326,Caixa Geral de Depósitos,che,Monday,9444
2377,Mousinho da Silveira,2020-02-25,1244,Credit Card,No,7902940375353132,45275671,Caixa Geral de Depósitos,cre,Tuesday,
2378,Mousinho da Silveira,2018-11-06,1155,Credit Card,No,8780712652494891,85298388,Millennium BCP,cre,Tuesday,
2379,Mousinho da Silveira,2023-09-06,904,Check,Yes,,14977764,Millennium BCP,che,Wednesday,5031
2380,Mousinho da Silveira,2020-10-28,986,Cash,No,,76528226,,cas,Wednesday,
2381,Mousinho da Silveira,2019-03-11,1481,Check,No,,49029484,Caixa Geral de Depósitos,che,Monday,4108
2382,Mousinho da Silveira,2022-05-06,1162,Check,No,,77661388,Caixa Geral de Depósitos,che,Friday,6623
2383,Mousinho da Silveira,2022-02-01,1248,Credit Card,No,0915956783239593,60194127,Millennium BCP,cre,Tuesday,
2384,Mousinho da Silveira,2020-11-28,1292,Credit Card,No,5360878072020338,81120996,Caixa Geral de Depósitos,cre,Saturday,
2385,Mousinho da Silveira,2023-05-12,1388,Cash,No,,72037344,,cas,Friday,
2386,Mousinho da Silveira,2021-05-27,1129,Cash,No,,70719056,,cas,Thursday,
2387,Mousinho da Silveira,2022-04-12,1233,Cash,No,,39677054,,cas,Tuesday,
2388,Mousinho da Silveira,2020-10-09,1361,Credit Card,No,1649095468873058,86810253,Millennium BCP,cre,Friday,
2389,Mousinho da Silveira,2019-05-07,1503,Credit Card,No,6254780095804014,61597000,Millennium BCP,cre,Tuesday,
2390,Mousinho da Silveira,2023-09-20,1493,Check,Yes,,07388546,Caixa Geral de Depósitos,che,Wednesday,4797
2391,Mousinho da Silveira,2022-02-12,1216,Check,No,,36939089,Caixa Geral de Depósitos,che,Saturday,2714
2392,Mousinho da Silveira,2019-10-06,1009,Check,No,,96718321,Millennium BCP,che,Sunday,1217
2393,Mousinho da Silveira,2020-07-18,1200,Credit Card,No,8425111903594094,29412597,Millennium BCP,cre,Saturday,
2394,Mousinho da Silveira,2022-09-01,1599,Credit Card,No,2388767660628951,34039978,Millennium BCP,cre,Thursday,
2395,Mousinho da Silveira,2021-07-29,1372,Cash,No,,30818363,,cas,Thursday,
2396,Mousinho da Silveira,2019-06-26,1482,Check,No,,97026638,Millennium BCP,che,Wednesday,1072
2397,Mousinho da Silveira,2021-03-24,1025,Cash,No,,81851331,,cas,Wednesday,
2398,Mousinho da Silveira,2019-01-07,1381,Check,No,,57767719,Millennium BCP,che,Monday,3208
2399,Mousinho da Silveira,2022-11-11,934,Credit Card,Yes,2875740589230360,67787192,Caixa Geral de Depósitos,cre,Friday,
2400,Mousinho da Silveira,2022-11-03,1511,Cash,No,,26557136,,cas,Thursday,
2401,Mousinho da Silveira,2020-02-29,1490,Cash,No,,45145375,,cas,Saturday,
2402,Mousinho da Silveira,2022-11-15,1081,Cash,No,,44882526,,cas,Tuesday,
2403,Mousinho da Silveira,2022-04-02,1518,Check,No,,18511156,Caixa Geral de Depósitos,che,Saturday,5090
2404,Mousinho da Silveira,2022-12-30,1137,Check,No,,15764670,Caixa Geral de Depósitos,che,Friday,1987
2405,Mousinho da Silveira,2022-04-15,1323,Check,Yes,,98383193,Caixa Geral de Depósitos,che,Friday,8109
2406,Mousinho da Silveira,2020-05-24,961,Credit Card,No,5860345633389234,95245705,Millennium BCP,cre,Sunday,
2407,Mousinho da Silveira,2020-05-10,1245,Check,No,,82638803,Millennium BCP,che,Sunday,5412
2408,Mousinho da Silveira,2022-05-18,1048,Cash,Yes,,18628697,,cas,Wednesday,
2409,Mousinho da Silveira,2023-12-16,1156,Cash,No,,23703854,,cas,Saturday,
2410,Mousinho da Silveira,2021-03-19,1473,Cash,No,,26819319,,cas,Friday,
2411,Mousinho da Silveira,2019-06-14,1083,Check,No,,41232806,Millennium BCP,che,Friday,6710
2412,Mousinho da Silveira,2019-12-06,1493,Cash,No,,18545541,,cas,Friday,
2413,Mousinho da Silveira,2023-04-24,1452,Check,No,,88314003,Caixa Geral de Depósitos,che,Monday,7591
2414,Mousinho da Silveira,2019-11-04,928,Credit Card,No,2826735490479865,71689621,Millennium BCP,cre,Monday,
2415,Mousinho da Silveira,2019-05-30,1275,Credit Card,No,2868564347608823,09258728,Caixa Geral de Depósitos,cre,Thursday,
2416,Mousinho da Silveira,2020-10-18,1378,Check,No,,31633084,Caixa Geral de Depósitos,che,Sunday,1686
2417,Mousinho da Silveira,2019-02-28,1380,Credit Card,No,2803364908474911,63430310,Millennium BCP,cre,Thursday,
2418,Mousinho da Silveira,2020-10-04,1321,Credit Card,No,6228455414085796,22951108,Caixa Geral de Depósitos,cre,Sunday,
2419,Mousinho da Silveira,2021-07-15,1337,Credit Card,Yes,6002604690174953,89162441,Millennium BCP,cre,Thursday,
2420,Mousinho da Silveira,2020-11-30,1298,Check,No,,84573216,Caixa Geral de Depósitos,che,Monday,1917
2421,Mousinho da Silveira,2023-06-27,1081,Check,No,,38935440,Caixa Geral de Depósitos,che,Tuesday,2249
2422,Mousinho da Silveira,2023-01-25,969,Check,No,,72985023,Millennium BCP,che,Wednesday,6669
2423,Mousinho da Silveira,2022-03-01,931,Cash,No,,14853331,,cas,Tuesday,
2424,Mousinho da Silveira,2021-05-20,982,Cash,No,,55412982,,cas,Thursday,
2425,Mousinho da Silveira,2020-03-22,1492,Credit Card,No,2881520895217680,12696250,Caixa Geral de Depósitos,cre,Sunday,
2426,Mousinho da Silveira,2022-11-02,958,Cash,No,,24913943,,cas,Wednesday,
2427,Mousinho da Silveira,2018-11-19,1152,Check,No,,50274962,Millennium BCP,che,Monday,4774
2428,Mousinho da Silveira,2021-06-01,1188,Cash,Yes,,37654399,,cas,Tuesday,
2429,Mousinho da Silveira,2021-11-25,1172,Credit Card,No,8580330864148632,90850504,Caixa Geral de Depósitos,cre,Thursday,
2430,Mousinho da Silveira,2022-04-15,1008,Cash,No,,51823772,,cas,Friday,
2431,Mousinho da Silveira,2019-03-03,960,Check,Yes,,44479391,Millennium BCP,che,Sunday,8727
2432,Mousinho da Silveira,2019-04-13,1396,Cash,No,,00345688,,cas,Saturday,
2433,Mousinho da Silveira,2022-06-09,1183,Check,No,,73744966,Caixa Geral de Depósitos,che,Thursday,1080
2434,Mousinho da Silveira,2021-01-23,1038,Credit Card,No,0474120818036893,82528940,Caixa Geral de Depósitos,cre,Saturday,
2435,Mousinho da Silveira,2019-10-17,1494,Credit Card,No,1602695775266848,03163678,Millennium BCP,cre,Thursday,
2436,Mousinho da Silveira,2021-02-27,1222,Credit Card,No,8135376429839303,95395260,Caixa Geral de Depósitos,cre,Saturday,
2437,Mousinho da Silveira,2019-08-21,1085,Check,No,,73401149,Caixa Geral de Depósitos,che,Wednesday,5990
2438,Mousinho da Silveira,2021-02-18,1236,Cash,No,,37704990,,cas,Thursday,
2439,Mousinho da Silveira,2021-10-23,1327,Cash,No,,94565977,,cas,Saturday,
2440,Mousinho da Silveira,2019-11-21,1524,Cash,Yes,,03405736,,cas,Thursday,
2441,Mousinho da Silveira,2021-08-13,1494,Credit Card,No,8041756943072188,77169916,Caixa Geral de Depósitos,cre,Friday,
2442,Mousinho da Silveira,2021-06-02,1373,Credit Card,No,3411048578671265,72818291,Millennium BCP,cre,Wednesday,
2443,Mousinho da Silveira,2023-05-06,1402,Check,No,,88524991,Caixa Geral de Depósitos,che,Saturday,1423
2444,Mousinho da Silveira,2022-02-27,1442,Cash,Yes,,58553730,,cas,Sunday,
2445,Mousinho da Silveira,2022-07-17,1184,Credit Card,No,6318559670716944,81440004,Millennium BCP,cre,Sunday,
2446,Mousinho da Silveira,2022-12-24,1355,Cash,No,,23106407,,cas,Saturday,
2447,Mousinho da Silveira,2022-11-22,1521,Cash,No,,68228854,,cas,Tuesday,
2448,Mousinho da Silveira,2019-06-12,1364,Credit Card,No,4979925197366547,58783710,Caixa Geral de Depósitos,cre,Wednesday,
2449,Mousinho da Silveira,2019-08-20,1501,Check,No,,59067718,Caixa Geral de Depósitos,che,Tuesday,4195
2450,Mousinho da Silveira,2022-08-03,1310,Credit Card,No,1743040256004131,66775270,Caixa Geral de Depósitos,cre,Wednesday,
2451,Mousinho da Silveira,2019-03-15,1059,Cash,No,,71763506,,cas,Friday,
2452,Mousinho da Silveira,2023-06-24,1202,Credit Card,No,7299043881767622,70254316,Millennium BCP,cre,Saturday,
2453,Mousinho da Silveira,2021-10-20,968,Cash,No,,64725604,,cas,Wednesday,
2454,Mousinho da Silveira,2020-09-25,1378,Check,No,,03690615,Caixa Geral de Depósitos,che,Friday,1537
2455,Mousinho da Silveira,2022-04-20,1089,Cash,No,,34097312,,cas,Wednesday,
2456,Mousinho da Silveira,2019-06-13,1588,Credit Card,No,6676654053242169,43532861,Caixa Geral de Depósitos,cre,Thursday,
2457,Mousinho da Silveira,2021-08-31,1581,Credit Card,No,1380573213678864,55526151,Millennium BCP,cre,Tuesday,
2458,Mousinho da Silveira,2021-01-19,911,Check,No,,57052950,Caixa Geral de Depósitos,che,Tuesday,9709
2459,Mousinho da Silveira,2021-05-06,1173,Cash,Yes,,35998962,,cas,Thursday,
2460,Mousinho da Silveira,2023-10-24,1225,Check,No,,26356006,Millennium BCP,che,Tuesday,6484
2461,Mousinho da Silveira,2022-04-24,1254,Credit Card,No,7975193784953127,34458019,Caixa Geral de Depósitos,cre,Sunday,
2462,Mousinho da Silveira,2020-12-14,1063,Credit Card,No,4616461526532224,70810148,Millennium BCP,cre,Monday,
2463,Mousinho da Silveira,2019-07-10,1496,Check,No,,98840894,Millennium BCP,che,Wednesday,8330
2464,Mousinho da Silveira,2022-11-20,1209,Check,No,,12681793,Millennium BCP,che,Sunday,1232
2465,Mousinho da Silveira,2021-07-03,918,Cash,No,,99058081,,cas,Saturday,
2466,Mousinho da Silveira,2020-01-31,916,Credit Card,No,0508105635869902,13116694,Caixa Geral de Depósitos,cre,Friday,
2467,Mousinho da Silveira,2018-09-15,1040,Check,Yes,,46764281,Millennium BCP,che,Saturday,6680
2468,Mousinho da Silveira,2021-10-03,1436,Credit Card,No,2074988495912609,20331465,Caixa Geral de Depósitos,cre,Sunday,
2469,Mousinho da Silveira,2022-06-07,1262,Cash,No,,16657813,,cas,Tuesday,
2470,Mousinho da Silveira,2018-09-16,1192,Check,No,,04389641,Caixa Geral de Depósitos,che,Sunday,5434
2471,Mousinho da Silveira,2020-07-21,940,Check,No,,95322307,Millennium BCP,che,Tuesday,5443
2472,Mousinho da Silveira,2023-08-04,1465,Cash,No,,12613955,,cas,Friday,
2473,Mousinho da Silveira,2021-04-30,1157,Cash,No,,18058393,,cas,Friday,
2474,Mousinho da Silveira,2020-05-01,937,Check,No,,44278859,Millennium BCP,che,Friday,3817
2475,Mousinho da Silveira,2018-09-01,1343,Check,No,,69325962,Caixa Geral de Depósitos,che,Saturday,8136
2476,Mousinho da Silveira,2022-06-10,1067,Credit Card,No,8312753418399557,80228017,Caixa Geral de Depósitos,cre,Friday,
2477,Mousinho da Silveira,2019-01-13,1594,Credit Card,No,9450269447353414,39103231,Caixa Geral de Depósitos,cre,Sunday,
2478,Mousinho da Silveira,2023-04-13,1578,Check,No,,79066747,Caixa Geral de Depósitos,che,Thursday,3224
2479,Mousinho da Silveira,2022-10-17,952,Check,No,,10408384,Millennium BCP,che,Monday,8672
2480,Mousinho da Silveira,2023-04-29,1471,Credit Card,No,1877795334225393,92242577,Caixa Geral de Depósitos,cre,Saturday,
2481,Mousinho da Silveira,2022-11-24,1085,Cash,No,,57502188,,cas,Thursday,
2482,Mousinho da Silveira,2023-07-02,1252,Credit Card,Yes,4846036383968788,42047598,Millennium BCP,cre,Sunday,
2483,Mousinho da Silveira,2020-08-24,1579,Check,No,,47706939,Millennium BCP,che,Monday,9621
2484,Mousinho da Silveira,2020-06-28,1147,Credit Card,No,0254616794677818,98636139,Caixa Geral de Depósitos,cre,Sunday,
2485,Mousinho da Silveira,2022-01-18,1197,Check,No,,92118572,Millennium BCP,che,Tuesday,6442
2486,Mousinho da Silveira,2023-12-21,1545,Credit Card,Yes,4737796263896549,97791782,Millennium BCP,cre,Thursday,
2487,Mousinho da Silveira,2018-09-11,945,Check,No,,10014286,Caixa Geral de Depósitos,che,Tuesday,1945
2488,Mousinho da Silveira,2020-10-18,1086,Cash,Yes,,75951490,,cas,Sunday,
2489,Mousinho da Silveira,2021-10-01,1307,Cash,Yes,,08004587,,cas,Friday,
2490,Mousinho da Silveira,2023-08-18,1087,Cash,No,,27496652,,cas,Friday,
2491,Mousinho da Silveira,2022-01-20,1204,Check,No,,05171972,Caixa Geral de Depósitos,che,Thursday,2047
2492,Mousinho da Silveira,2019-08-04,1568,Credit Card,No,4335367577773426,58750310,Caixa Geral de Depósitos,cre,Sunday,
2493,Mousinho da Silveira,2022-07-22,1562,Check,No,,14077128,Millennium BCP,che,Friday,7765
2494,Mousinho da Silveira,2019-01-22,1576,Check,No,,74666974,Caixa Geral de Depósitos,che,Tuesday,3483
2495,Mousinho da Silveira,2023-01-12,992,Cash,No,,24356683,,cas,Thursday,
2496,Mousinho da Silveira,2022-12-20,951,Credit Card,No,3695255876735078,10728394,Caixa Geral de Depósitos,cre,Tuesday,
2497,Mousinho da Silveira,2023-04-19,1295,Cash,No,,61261499,,cas,Wednesday,
2498,Mousinho da Silveira,2019-09-24,1572,Cash,No,,31962756,,cas,Tuesday,
2499,Mousinho da Silveira,2022-06-30,1205,Cash,No,,09519566,,cas,Thursday,
2500,Mousinho da Silveira,2019-10-20,916,Credit Card,No,3621051640787048,11353739,Caixa Geral de Depósitos,cre,Sunday,
2501,Mousinho da Silveira,2020-08-17,1063,Cash,No,,29598677,,cas,Monday,
2502,Mousinho da Silveira,2021-03-18,962,Cash,No,,89907129,,cas,Thursday,
2503,Mousinho da Silveira,2023-09-28,1519,Cash,No,,91548270,,cas,Thursday,
2504,Mousinho da Silveira,2018-11-10,1572,Credit Card,No,3132689374602136,88415771,Millennium BCP,cre,Saturday,
2505,Mousinho da Silveira,2022-09-28,1522,Credit Card,No,2519561765589223,55285870,Caixa Geral de Depósitos,cre,Wednesday,
2506,Mousinho da Silveira,2019-09-04,905,Check,No,,28293352,Caixa Geral de Depósitos,che,Wednesday,9636
2507,Mousinho da Silveira,2022-01-06,1409,Credit Card,No,3596472684746455,07283101,Caixa Geral de Depósitos,cre,Thursday,
2508,Mousinho da Silveira,2022-08-26,1600,Credit Card,No,0875645058105801,08867974,Caixa Geral de Depósitos,cre,Friday,
2509,Mousinho da Silveira,2021-05-20,1345,Credit Card,No,7886636465333477,49633792,Millennium BCP,cre,Thursday,
2510,Mousinho da Silveira,2023-01-11,1340,Credit Card,No,9150237438734505,21940504,Caixa Geral de Depósitos,cre,Wednesday,
2511,Mousinho da Silveira,2019-04-25,1326,Credit Card,No,9629145977366098,59198174,Caixa Geral de Depósitos,cre,Thursday,
2512,Mousinho da Silveira,2022-08-15,1137,Cash,No,,39788587,,cas,Monday,
2513,Mousinho da Silveira,2023-02-07,1206,Check,No,,55713198,Caixa Geral de Depósitos,che,Tuesday,5299
2514,Mousinho da Silveira,2020-01-23,1515,Cash,Yes,,63952574,,cas,Thursday,
2515,Mousinho da Silveira,2021-04-04,1388,Cash,No,,72123848,,cas,Sunday,
2516,Mousinho da Silveira,2021-02-18,1355,Cash,No,,19189875,,cas,Thursday,
2517,Mousinho da Silveira,2020-09-03,1404,Check,No,,83229000,Caixa Geral de Depósitos,che,Thursday,1201
2518,Mousinho da Silveira,2020-05-16,1193,Cash,No,,73658540,,cas,Saturday,
2519,Mousinho da Silveira,2020-05-22,1480,Credit Card,No,4424627123933065,33535975,Millennium BCP,cre,Friday,
2520,Mousinho da Silveira,2021-10-12,1305,Credit Card,No,1960878757882737,63097739,Millennium BCP,cre,Tuesday,
2521,Mousinho da Silveira,2023-06-12,1347,Cash,No,,97978550,,cas,Monday,
2522,Mousinho da Silveira,2023-01-06,956,Check,No,,45072962,Millennium BCP,che,Friday,2338
2523,Mousinho da Silveira,2018-09-05,1352,Check,No,,22652782,Caixa Geral de Depósitos,che,Wednesday,5745
2524,Mousinho da Silveira,2020-09-29,1143,Credit Card,No,4156711775398724,58198708,Caixa Geral de Depósitos,cre,Tuesday,
2525,Mousinho da Silveira,2018-08-15,1406,Cash,No,,38053659,,cas,Wednesday,
2526,Mousinho da Silveira,2022-02-04,1388,Credit Card,No,3950705130696721,28156838,Caixa Geral de Depósitos,cre,Friday,
2527,Mousinho da Silveira,2022-12-18,928,Credit Card,No,8537982149241371,73063908,Caixa Geral de Depósitos,cre,Sunday,
2528,Mousinho da Silveira,2021-07-22,1120,Credit Card,No,4836816723866560,67755957,Millennium BCP,cre,Thursday,
2529,Mousinho da Silveira,2022-09-14,1234,Cash,No,,05772504,,cas,Wednesday,
2530,Mousinho da Silveira,2018-10-20,1083,Cash,No,,89881085,,cas,Saturday,
